direction,entry_price,won
buy,88861.4,True,"{'info': {'orderId': '26ad03ef-71d8-4179-aa6b-d69425f0bc50', 'orderLinkId': ''}, 'id': '26ad03ef-71d8-4179-aa6b-d69425f0bc50', 'clientOrderId': None, 'timestamp': None, 'datetime': None, 'lastTradeTimestamp': None, 'lastUpdateTimestamp': None, 'symbol': 'BTC/USDT:USDT', 'type': None, 'timeInForce': None, 'postOnly': None, 'reduceOnly': None, 'side': None, 'price': None, 'stopPrice': None, 'triggerPrice': None, 'takeProfitPrice': None, 'stopLossPrice': None, 'amount': None, 'cost': None, 'average': None, 'filled': None, 'remaining': None, 'status': None, 'fee': None, 'trades': [], 'fees': []}"
buy,88857.2,True,"{'info': {'orderId': 'eea0a0db-6ebe-4184-ab1b-328253243b35', 'orderLinkId': ''}, 'id': 'eea0a0db-6ebe-4184-ab1b-328253243b35', 'clientOrderId': None, 'timestamp': None, 'datetime': None, 'lastTradeTimestamp': None, 'lastUpdateTimestamp': None, 'symbol': 'BTC/USDT:USDT', 'type': None, 'timeInForce': None, 'postOnly': None, 'reduceOnly': None, 'side': None, 'price': None, 'stopPrice': None, 'triggerPrice': None, 'takeProfitPrice': None, 'stopLossPrice': None, 'amount': None, 'cost': None, 'average': None, 'filled': None, 'remaining': None, 'status': None, 'fee': None, 'trades': [], 'fees': []}"
hold,88857.3,
hold,88857.2,
hold,88857.3,
hold,88857.1,
hold,88857.2,
hold,88857.1,
hold,88857.1,
hold,88857.0,
hold,88857.1,
hold,88857.1,
hold,88857.0,
buy,88857.0,False,Failed
hold,88857.0,
hold,88857.0,
hold,88857.1,
hold,88857.1,
hold,88857.1,
hold,88866.3,
hold,88865.3,
buy,88858.8,False,Failed
hold,88846.2,
hold,88824.4,
hold,88824.4,
hold,88831.8,
hold,88831.8,
hold,88815.5,
hold,88822.4,
hold,88822.3,
hold,88822.3,
hold,88813.5,
hold,88813.5,
hold,88813.6,
hold,88813.5,
hold,88813.5,
hold,88813.5,
sell,88812.3,True,"{'info': {'orderId': '09ff8835-fee5-4004-98f4-621e7b9788ac', 'orderLinkId': ''}, 'id': '09ff8835-fee5-4004-98f4-621e7b9788ac', 'clientOrderId': None, 'timestamp': None, 'datetime': None, 'lastTradeTimestamp': None, 'lastUpdateTimestamp': None, 'symbol': 'BTC/USDT:USDT', 'type': None, 'timeInForce': None, 'postOnly': None, 'reduceOnly': None, 'side': None, 'price': None, 'stopPrice': None, 'triggerPrice': None, 'takeProfitPrice': None, 'stopLossPrice': None, 'amount': None, 'cost': None, 'average': None, 'filled': None, 'remaining': None, 'status': None, 'fee': None, 'trades': [], 'fees': []}"
sell,88825.7,True,"{'info': {'orderId': 'bb1373ff-978f-4d03-bef2-bfbe3e7f0486', 'orderLinkId': ''}, 'id': 'bb1373ff-978f-4d03-bef2-bfbe3e7f0486', 'clientOrderId': None, 'timestamp': None, 'datetime': None, 'lastTradeTimestamp': None, 'lastUpdateTimestamp': None, 'symbol': 'BTC/USDT:USDT', 'type': None, 'timeInForce': None, 'postOnly': None, 'reduceOnly': None, 'side': None, 'price': None, 'stopPrice': None, 'triggerPrice': None, 'takeProfitPrice': None, 'stopLossPrice': None, 'amount': None, 'cost': None, 'average': None, 'filled': None, 'remaining': None, 'status': None, 'fee': None, 'trades': [], 'fees': []}"
sell,88821.4,False,Failed
sell,88825.5,False,Failed
sell,88825.4,False,Failed
hold,88825.3,
hold,88825.3,
hold,88825.3,
hold,88808.6,
hold,88808.5,
sell,88795.9,False,Failed
hold,88795.8,
hold,88783.4,
hold,88783.4,
hold,88791.6,
hold,88791.7,
hold,88782.8,
hold,88784.1,
hold,88784.1,
hold,88795.8,
hold,88795.7,
hold,88795.6,
sell,88783.1,False,Failed
hold,88783.2,
hold,88783.2,
hold,88783.1,
hold,88783.1,
hold,88783.1,
sell,88783.0,False,Failed
hold,88790.9,
hold,88795.4,
hold,88795.4,
hold,88795.3,
hold,88795.3,
sell,88795.4,False,Failed
hold,88795.3,
hold,88795.4,
hold,88795.4,
hold,88795.4,
hold,88801.4,
hold,88808.1,
hold,88808.1,
hold,88808.1,
hold,88808.1,
hold,88819.5,
hold,88819.4,
hold,88819.5,
hold,88819.5,
hold,88819.5,
hold,88819.4,
hold,88805.9,
hold,88804.1,
hold,88800.7,
hold,88800.7,
sell,88795.3,False,Failed
hold,88790.3,
hold,88790.0,
hold,88790.0,
hold,88789.5,
hold,88789.5,
hold,88794.2,
hold,88789.7,
hold,88789.5,
hold,88789.5,
hold,88789.6,
hold,88789.5,
hold,88789.6,
hold,88789.5,
